0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0,0,0,0,0,0,3,3,3,3,1,1,1,1,1,1,2,2,6,6
0,0,0,0,0,0,3,3,3,3,1,1,1,1,1,1,2,2,6,6
0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,7,7
0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,7,7
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
