0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1,4,4,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0
1,1,4,4,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1,1,6,6,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1,6,6,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
